N,P,K,temperature,humidity,ph,rainfall,label
18.262,9.95,15.864,24.661,68.479,6.509,700,Jerusalem Artichoke
19.544,10.764,16.065,24.521,69.426,6.49,700,Jerusalem Artichoke
18.359,9.893,16.605,24.597,67.754,6.508,698,Jerusalem Artichoke
21.652,10.144,16.252,25.236,69.827,6.492,701,Jerusalem Artichoke
21.565,10.792,15.717,25.028,68.278,6.51,700,Jerusalem Artichoke
20.118,10.712,16.663,25.363,70.404,6.503,699,Jerusalem Artichoke
21.164,9.712,15.576,24.778,68.303,6.491,699,Jerusalem Artichoke
20.334,9.058,16.417,24.984,71.907,6.496,699,Jerusalem Artichoke
20.72,9.331,15.308,24.896,69.658,6.495,699,Jerusalem Artichoke
18.943,9.643,16.663,24.574,68.806,6.511,700,Jerusalem Artichoke
16.994,9.722,11.001,24.055,52.359,6.503,500,Thyme
15.075,9.307,11.74,24.222,51.469,6.488,499,Thyme
15.618,10.98,10.998,23.804,51.124,6.492,500,Thyme
16.82,9.661,11.442,24.316,50.767,6.5,501,Thyme
13.821,9.507,11.423,23.908,48.225,6.506,500,Thyme
16.385,10.253,9.756,24.376,48.614,6.499,499,Thyme
14.985,10.79,10.478,23.87,47.808,6.5,501,Thyme
13.423,10.246,8.218,23.789,48.148,6.506,500,Thyme
14.819,9.044,9.202,24.047,49.074,6.508,500,Thyme
15.681,9.25,9.511,23.765,50.57,6.507,499,Thyme
14.039,10.538,11.363,23.717,51.284,6.49,500,Thyme
14.059,9.246,10.04,24.33,49.192,6.493,499,Thyme
13.159,10.252,11.735,23.926,47.674,6.492,501,Thyme
16.166,9.933,9.938,23.536,47.53,6.502,500,Thyme
16.475,9.612,10.286,24.007,51.916,6.499,501,Thyme
13.91,10.013,11.911,23.773,47.906,6.491,498,Thyme
16.165,10.157,9.104,23.941,47.506,6.489,499,Thyme
14.5,9.188,8.364,23.823,49.074,6.502,501,Thyme
15.137,10.952,8.792,23.681,47.632,6.499,501,Thyme
16.254,10.107,10.207,23.695,51.646,6.496,498,Thyme
15.01,10.111,8.338,24.259,51.947,6.501,499,Thyme
15.372,10.533,11.521,24.289,50.103,6.492,500,Thyme
15.728,9.584,10.746,24.347,47.962,6.489,500,Thyme
13.832,9.369,11.989,23.577,50.826,6.493,500,Thyme
13.341,9.98,10.992,23.76,51.325,6.506,499,Thyme
13.424,10.726,11.44,24.244,47.655,6.506,501,Thyme
14.867,10.61,11.625,23.65,48.882,6.49,498,Thyme
16.914,9.31,8.242,24.402,50.724,6.509,500,Thyme
13.381,9.404,9.444,23.877,51.986,6.488,498,Thyme
13.289,10.985,10.054,24.377,49.258,6.51,501,Thyme
16.952,9.728,9.625,23.775,51.659,6.505,498,Thyme
13.559,10.714,10.792,23.658,50.687,6.496,501,Thyme
13.959,10.387,9.755,23.724,47.783,6.495,501,Thyme
15.36,10.334,10.783,23.73,51.708,6.509,501,Thyme
13.431,9.378,9.697,23.955,51.277,6.508,499,Thyme
16.741,10.767,9.001,23.818,47.943,6.502,501,Thyme
14.753,9.697,9.368,24.15,50.804,6.491,500,Thyme
14.737,10.721,9.617,23.928,49.092,6.491,500,Thyme
13.55,10.469,11.261,24.243,47.749,6.504,500,Thyme
15.153,10.706,11.882,23.951,49.035,6.492,500,Thyme
15.672,9.288,11.335,23.869,51.334,6.509,498,Thyme
16.273,9.956,10.463,23.787,50.498,6.498,498,Thyme
15.256,10.704,10.18,24.147,48.438,6.492,499,Thyme
16.589,9.537,10.13,24.293,50.279,6.497,498,Thyme
16.622,10.451,10.573,24.054,47.888,6.496,499,Thyme
16.037,10.173,11.111,24.143,48.468,6.489,501,Thyme
14.642,10.223,8.513,23.816,51.98,6.493,498,Thyme
14.462,9.664,9.38,24.04,47.528,6.501,501,Thyme
15.508,10.255,11.056,24.163,49.289,6.489,499,Thyme
15.963,9.933,8.334,24.335,47.91,6.497,501,Thyme
16.778,9.651,8.37,23.552,49.222,6.503,500,Thyme
15.387,10.245,9.516,24.472,51.772,6.512,501,Thyme
14.114,10.565,9.873,24.38,47.797,6.508,499,Thyme
15.431,9.035,11.505,24.031,52.222,6.51,498,Thyme
15.281,9.849,10.835,23.922,49.824,6.505,501,Thyme
16.19,9.475,8.488,23.869,52.261,6.502,499,Thyme
13.4,9.972,11.999,24.339,49.134,6.5,499,Thyme
14.83,9.157,9.137,23.803,47.633,6.507,499,Thyme
13.62,9.923,11.048,23.77,52.307,6.501,500,Thyme
15.451,9.071,11.742,23.79,50.513,6.508,501,Thyme
15.927,10.603,10.245,24.436,50.458,6.507,499,Thyme
13.533,10.895,9.904,23.565,51.349,6.496,498,Thyme
13.406,10.199,8.617,23.783,51.588,6.507,500,Thyme
16.863,9.758,9.648,24.197,49.739,6.503,499,Thyme
13.509,9.057,8.322,24.24,49.238,6.488,499,Thyme
15.904,9.874,8.786,24.197,49.018,6.508,498,Thyme
14.552,10.786,10.717,23.824,49.146,6.51,498,Thyme
15.51,9.981,8.179,23.58,49.099,6.5,500,Thyme
13.175,9.994,10.997,24.112,52.294,6.506,499,Thyme
16.353,9.466,10.845,23.891,49.811,6.489,498,Thyme
13.321,9.994,9.982,23.802,47.654,6.502,500,Thyme
14.416,10.822,11.221,23.59,48.416,6.495,500,Thyme
14.597,10.35,11.376,24.332,48.723,6.505,499,Thyme
15.223,9.683,11.323,23.676,49.907,6.51,499,Thyme
13.142,10.206,8.182,24.308,47.744,6.508,498,Thyme
14.984,10.763,10.153,24.351,47.694,6.491,498,Thyme
13.328,9.888,10.044,24.122,49.795,6.503,500,Thyme
16.132,9.897,8.453,24.193,51.421,6.499,499,Thyme
15.888,9.53,10.711,23.703,51.426,6.495,498,Thyme
14.835,10.001,9.623,23.947,51.989,6.504,500,Thyme
13.744,10.527,10.315,23.843,49.874,6.505,498,Thyme
15.864,9.973,11.784,24.071,50.981,6.51,499,Thyme
15.33,10.864,8.532,23.972,48.328,6.504,500,Thyme
14.154,10.926,8.688,24.351,50.051,6.498,500,Thyme
15.07,10.604,11.839,24.255,48.226,6.494,498,Thyme
13.419,9.635,11.946,24.142,50.134,6.503,500,Thyme
15.992,10.89,10.585,24.006,49.634,6.507,499,Thyme
16.632,10.472,10.317,24.121,51.726,6.496,499,Thyme
13.931,9.672,10.244,24.217,49.43,6.489,500,Thyme
16.639,9.132,9.164,23.814,48.614,6.51,498,Thyme
13.181,9.803,8.112,23.967,51.655,6.491,501,Thyme
15.134,9.262,10.925,24.483,51.918,6.507,500,Thyme
14.539,10.54,9.418,23.956,51.463,6.511,499,Thyme
14.973,9.081,9.217,23.83,47.938,6.501,500,Thyme
16.747,10.289,9.056,23.538,51.304,6.503,498,Thyme
16.781,10.692,9.836,24.444,51.731,6.501,499,Thyme
14.268,10.155,9.471,24.255,49.936,6.495,500,Thyme
15.523,10.142,10.577,23.815,50.825,6.492,501,Thyme
13.849,9.428,9.687,24.401,52.272,6.492,500,Thyme
13.596,9.718,8.311,23.542,51.131,6.496,501,Thyme
14.113,9.337,8.492,21.073,55.189,6.503,598,Oregano
13.129,9.357,10.162,20.787,57.269,6.507,600,Oregano
16.58,9.116,8.106,21.3,57.383,6.51,598,Oregano
15.002,9.864,11.623,20.539,52.892,6.502,600,Oregano
15.906,10.792,10.671,21.323,56.499,6.5,599,Oregano
15.222,10.686,9.509,20.599,54.776,6.505,600,Oregano
14.018,10.453,8.773,21.041,52.696,6.499,601,Oregano
13.562,10.606,10.97,21.071,53.27,6.501,600,Oregano
15.842,10.369,11.535,20.951,53.539,6.497,600,Oregano
13.134,9.159,8.182,21.396,55.014,6.488,598,Oregano
15.344,9.296,10.218,20.98,54.774,6.497,598,Oregano
13.825,9.917,11.329,21.067,54.228,6.492,600,Oregano
13.315,9.176,9.021,21.186,56.299,6.512,601,Oregano
13.87,9.136,11.162,21.154,52.898,6.504,600,Oregano
13.627,10.021,9.347,21.442,53.977,6.511,601,Oregano
13.891,9.273,10.202,21.351,55.428,6.491,599,Oregano
15.974,9.764,11.673,21.423,54.361,6.498,599,Oregano
13.21,9.265,8.848,20.929,53.415,6.497,599,Oregano
16.176,9.644,10.505,21.431,53.077,6.507,599,Oregano
15.946,10.164,8.56,21.29,55.733,6.502,601,Oregano
13.339,9.786,8.274,21.045,54.248,6.505,599,Oregano
16.133,10.618,9.238,20.595,55.045,6.491,600,Oregano
14.647,9.826,10.104,21.318,53.031,6.496,599,Oregano
13.908,9.013,8.329,20.896,53.786,6.496,601,Oregano
13.849,10.727,11.757,20.757,53.251,6.489,601,Oregano
13.918,9.855,8.083,20.908,55.847,6.497,599,Oregano
16.252,9.747,9.283,20.588,53.616,6.496,600,Oregano
15.338,9.224,9.786,20.98,54.01,6.502,599,Oregano
15.932,10.459,11.648,20.763,54.118,6.506,600,Oregano
14.436,10.342,10.8,21.268,54.273,6.491,598,Oregano
15.95,9.165,8.089,21.434,57.256,6.507,599,Oregano
16.734,9.935,9.291,21.281,56.849,6.496,601,Oregano
16.786,9.938,9.486,20.908,52.761,6.492,598,Oregano
13.471,10.188,11.593,21.315,55.915,6.49,598,Oregano
14.595,10.286,11.726,21.418,55.862,6.501,600,Oregano
16.593,9.622,8.938,21.453,56.001,6.496,600,Oregano
13.892,10.439,9.465,21.266,57.387,6.508,600,Oregano
15.293,10.665,11.832,21.485,53.206,6.495,598,Oregano
14.397,10.266,11.837,21.069,56.878,6.5,600,Oregano
13.746,10.235,9.564,21.18,56.382,6.5,601,Oregano
14.557,10.57,9.758,20.702,52.577,6.499,601,Oregano
13.897,10.951,9.152,20.962,54.66,6.496,598,Oregano
15.357,10.674,9.149,21.416,55.775,6.505,601,Oregano
13.732,10.758,8.83,20.597,55.703,6.495,599,Oregano
15.978,10.385,8.322,21.276,56.331,6.492,601,Oregano
15.661,10.059,11.008,21.484,56.831,6.512,601,Oregano
15.395,9.864,9.471,21.145,57.143,6.507,598,Oregano
13.233,10.043,9.079,21.442,53.205,6.496,598,Oregano
13.222,9.029,8.148,20.862,56.597,6.492,599,Oregano
15.382,10.509,11.327,20.913,55.405,6.499,598,Oregano
16.686,10.304,10.121,21.044,54.927,6.503,598,Oregano
14.868,10.163,10.659,21.49,55.136,6.499,601,Oregano
16.293,9.15,11.662,21.022,56.02,6.488,599,Oregano
14.686,9.926,11.554,21.36,55.126,6.493,601,Oregano
16.451,10.425,8.266,20.713,56.384,6.489,600,Oregano
15.725,10.655,8.993,21.046,56.831,6.496,599,Oregano
13.768,9.204,9.273,21.434,54.827,6.506,598,Oregano
16.158,9.752,10.614,20.945,52.731,6.5,601,Oregano
16.486,9.933,9.919,21.376,52.93,6.499,600,Oregano
16.384,10.135,8.679,20.706,54.921,6.507,598,Oregano
13.025,9.541,10.09,20.648,57.16,6.505,601,Oregano
14.372,10.252,8.71,21.058,53.202,6.508,601,Oregano
15.186,10.518,11.24,21.395,53.418,6.512,601,Oregano
14.87,9.392,8.284,21.06,57.23,6.492,601,Oregano
14.782,9.844,11.724,21.021,55.845,6.493,599,Oregano
15.84,9.621,10.126,21.443,53.051,6.502,598,Oregano
14.026,10.874,10.417,20.506,53.834,6.496,598,Oregano
14.29,9.335,9.454,21.464,53.162,6.488,601,Oregano
13.181,10.755,11.845,20.626,57.463,6.495,598,Oregano
13.408,10.779,11.946,20.997,56.927,6.504,598,Oregano
15.172,9.534,10.423,21.188,54.672,6.503,599,Oregano
15.547,9.304,11.176,20.792,55.719,6.493,601,Oregano
13.289,9.205,11.77,21.379,52.555,6.495,599,Oregano
14.954,10.076,8.543,20.546,52.581,6.509,601,Oregano
13.655,10.502,9.938,21.296,57.021,6.502,599,Oregano
14.968,10.641,9.279,21.169,55.112,6.508,601,Oregano
14.628,9.632,8.609,21.114,53.617,6.491,598,Oregano
15.93,10.077,10.723,20.589,53.341,6.509,600,Oregano
13.557,9.976,10.786,20.973,53.203,6.497,600,Oregano
15.037,10.262,11.222,21.03,52.565,6.498,601,Oregano
13.869,9.999,11.278,21.482,53.008,6.512,601,Oregano
13.143,10.057,10.095,20.567,54.889,6.493,598,Oregano
13.441,10.757,10.454,21.476,55.44,6.503,598,Oregano
15.159,9.414,11.574,20.932,56.001,6.498,598,Oregano
15.902,9.02,11.648,20.605,56.68,6.502,599,Oregano
13.615,10.41,11.023,21.475,55.112,6.494,600,Oregano
14.429,10.805,11.516,21.172,54.557,6.5,600,Oregano
16.383,9.623,11.257,20.519,56.167,6.511,598,Oregano
16.476,9.768,11.751,20.848,53.15,6.496,601,Oregano
13.039,9.107,9.805,21.49,54.063,6.507,600,Oregano
16.305,9.719,8.378,21.402,56.026,6.493,600,Oregano
15.888,9.633,8.244,20.822,57.184,6.496,599,Oregano
16.562,10.415,10.332,20.723,53.927,6.491,599,Oregano
16.345,10.069,8.619,21.281,56.645,6.508,600,Oregano
16.412,9.464,8.613,20.775,55.684,6.501,601,Oregano
14.613,9.802,10.122,20.502,52.556,6.501,598,Oregano
16.536,10.054,11.63,21.398,53.144,6.498,601,Oregano
15.219,9.44,9.427,21.167,57.019,6.501,600,Oregano
14.396,9.361,11.95,20.966,56.362,6.488,601,Oregano
16.557,9.296,11.56,21.104,53.261,6.492,601,Oregano
24.219,10.575,21.14,18.038,58.36,6.51,599,Leeks
26.794,10.177,20.8,17.87,58.154,6.498,599,Leeks
26.649,9.468,21.883,18.382,62.141,6.511,599,Leeks
24.421,10.187,21.693,18.402,60.801,6.508,600,Leeks
23.372,9.714,18.929,17.599,59.059,6.495,598,Leeks
25.85,10.248,19.046,18.388,59.089,6.491,598,Leeks
23.591,9.789,19.846,18.021,59.427,6.506,600,Leeks
25.438,10.275,18.305,18.064,60.747,6.489,601,Leeks
26.206,9.382,18.272,17.663,62.456,6.49,598,Leeks
23.069,9.125,20.031,18.304,61.529,6.512,598,Leeks
26.495,9.568,20.485,18.17,58.107,6.497,598,Leeks
24.668,9.572,20.455,18.182,61.177,6.505,601,Leeks
25.629,10.927,21.539,18.144,61.721,6.511,600,Leeks
24.841,10.056,21.593,18.352,62.126,6.491,601,Leeks
25.754,10.384,21.691,18.133,60.478,6.504,599,Leeks
26.538,10.074,19.913,17.732,59.285,6.49,599,Leeks
26.912,10.889,18.314,17.539,62.32,6.505,601,Leeks
23.572,10.915,21.522,17.903,60.564,6.496,600,Leeks
26.986,9.2,18.398,17.534,58.964,6.508,600,Leeks
25.984,9.627,20.013,18.102,57.756,6.499,598,Leeks
25.713,9.424,21.713,17.515,61.905,6.49,600,Leeks
24.438,10.145,18.353,17.826,61.682,6.492,599,Leeks
23.655,10.255,19.405,18.427,59.069,6.507,601,Leeks
26.973,10.132,18.71,17.608,62.441,6.488,600,Leeks
25.619,9.642,19.995,17.943,60.958,6.488,598,Leeks
24.929,10.738,18.324,17.913,62.109,6.495,598,Leeks
26.709,9.462,21.132,18.474,60.914,6.51,598,Leeks
24.047,10.116,21.958,18.406,60.629,6.492,599,Leeks
23.629,10.582,19.336,17.875,57.717,6.511,599,Leeks
25.524,9.789,21.957,17.98,62.033,6.494,600,Leeks
25.89,10.748,20.646,18.277,60.629,6.495,600,Leeks
26.56,9.222,18.916,17.868,57.878,6.49,599,Leeks
23.323,10.478,19.579,18.133,60.228,6.492,600,Leeks
26.841,10.995,18.651,18.404,61.789,6.495,599,Leeks
25.543,9.672,18.165,17.862,60.785,6.489,599,Leeks
25.36,9.026,21.435,17.944,58.454,6.511,600,Leeks
25.783,10.671,18.162,18.107,58.103,6.508,601,Leeks
23.892,10.503,19.828,17.556,60.25,6.496,599,Leeks
25.259,10.376,21.038,17.616,58.339,6.498,599,Leeks
25.836,10.551,18.369,18.476,57.69,6.503,599,Leeks
23.561,10.848,19.681,17.859,61.954,6.49,598,Leeks
23.935,10.207,21.281,18.358,60.949,6.498,600,Leeks
23.783,10.535,19.392,18.248,57.746,6.505,599,Leeks
24.585,10.262,19.427,18.236,58.6,6.51,600,Leeks
24.009,10.796,20.585,18.12,57.59,6.509,600,Leeks
26.547,10.425,21.201,18.116,57.539,6.488,600,Leeks
24.59,10.31,21.953,17.731,59.098,6.49,600,Leeks
24.179,9.333,18.667,17.991,59.47,6.497,600,Leeks
25.755,10.973,20.045,18.238,58.646,6.505,601,Leeks
25.2,10.18,20.551,17.692,60.715,6.51,598,Leeks
24.363,10.634,21.513,17.987,59.886,6.495,599,Leeks
26.024,9.635,21.574,17.759,58.558,6.494,600,Leeks
24.899,9.685,18.938,17.769,61.796,6.51,599,Leeks
25.223,9.374,20.012,17.693,61.837,6.491,599,Leeks
26.621,9.892,20.233,17.584,57.529,6.492,601,Leeks
23.581,10.678,21.942,18.44,61.935,6.507,598,Leeks
25.408,9.651,21.578,17.617,58.077,6.512,599,Leeks
24.071,10.918,21.992,17.933,61.685,6.512,599,Leeks
23.967,10.569,19.217,18.457,60.856,6.492,599,Leeks
24.791,10.272,18.938,17.939,61.051,6.488,601,Leeks
23.248,10.784,20.498,18.25,61.608,6.492,598,Leeks
24.262,9.974,19.954,18.447,58.848,6.488,599,Leeks
25.477,10.041,21.415,18.383,58.895,6.498,600,Leeks
25.636,9.813,18.45,17.969,59.057,6.493,598,Leeks
24.774,9.876,20.17,18.099,58.547,6.496,601,Leeks
23.65,10.31,21.242,18.352,60.692,6.488,598,Leeks
23.205,9.976,19.595,17.546,57.941,6.493,601,Leeks
24.082,10.075,21.391,17.532,58.692,6.508,601,Leeks
26.847,10.73,20.173,17.735,61.765,6.496,598,Leeks
25.361,10.598,21.332,17.789,62.294,6.503,598,Leeks
23.787,10.661,21.984,17.895,58.525,6.501,600,Leeks
24.992,10.004,21.294,17.82,59.421,6.492,601,Leeks
24.166,9.391,20.482,17.713,59.098,6.494,598,Leeks
26.208,9.06,20.819,17.535,62.135,6.496,601,Leeks
23.75,10.214,19.735,18.021,59.193,6.5,601,Leeks
26.195,10.647,21.177,17.851,62.264,6.506,599,Leeks
23.024,10.613,20.993,17.576,60.727,6.491,601,Leeks
26.247,9.311,20.491,17.943,62.053,6.499,601,Leeks
26.085,9.855,18.66,17.725,57.77,6.498,599,Leeks
25.448,10.722,21.753,18.377,57.513,6.511,601,Leeks
26.598,10.986,21.65,18.436,58.439,6.489,598,Leeks
23.277,10.635,19.264,17.907,58.136,6.511,600,Leeks
24.305,10.132,19.252,18.177,59.556,6.499,598,Leeks
24.291,9.811,20.346,17.641,61.864,6.496,601,Leeks
25.271,9.171,21.21,17.648,60.288,6.507,601,Leeks
24.54,9.389,20.149,18.374,62.107,6.508,601,Leeks
26.382,9.224,20.01,18.336,62.193,6.498,600,Leeks
24.338,10.766,21.824,18.367,59.847,6.499,600,Leeks
24.906,9.558,20.097,17.526,57.703,6.493,600,Leeks
26.04,9.618,21.886,18.282,57.781,6.493,600,Leeks
24.012,9.674,18.648,18.213,59.034,6.492,599,Leeks
26.631,10.891,20.945,17.599,59.633,6.502,599,Leeks
24.339,9.081,21.6,17.938,62.281,6.5,601,Leeks
25.085,10.468,20.53,17.758,61.174,6.507,599,Leeks
23.93,9.159,20.559,18.377,61.51,6.511,601,Leeks
26.159,9.176,21.506,18.344,60.145,6.492,600,Leeks
25.182,10.605,18.355,17.976,59.595,6.509,599,Leeks
25.987,10.997,18.759,18.144,60.509,6.507,599,Leeks
25.833,9.566,18.329,17.503,58.641,6.498,599,Leeks
23.637,9.443,19.1,18.236,59.91,6.51,598,Leeks
18.031,14.073,20.855,15.078,60.8,5.989,698,Peas
19.578,14.592,18.299,14.696,59.561,6.006,698,Peas
18.536,15.06,18.382,14.941,57.888,5.995,701,Peas
21.49,14.616,21.276,14.989,60.604,6.002,698,Peas
20.433,15.955,19.668,14.999,59.784,6.008,699,Peas
20.074,14.885,21.892,14.709,61.958,5.998,701,Peas
18.776,15.495,21.603,14.887,60.737,6.002,698,Peas
21.726,14.382,21.838,15.488,60.172,5.995,701,Peas
18.37,14.209,19.258,14.622,57.84,5.992,699,Peas
20.723,15.222,19.691,14.818,59.722,6.01,698,Peas
20.414,14.42,20.864,15.147,57.879,6.0,698,Peas
20.838,14.133,21.357,14.622,57.825,5.989,701,Peas
21.653,15.222,21.463,14.997,57.929,6.001,700,Peas
21.315,14.822,19.413,15.263,60.351,6.01,699,Peas
18.032,14.64,20.95,14.601,59.488,5.995,698,Peas
21.855,15.245,20.601,15.264,62.423,5.996,698,Peas
18.931,15.288,19.413,15.358,61.635,6.001,700,Peas
18.275,14.215,20.124,15.215,62.275,5.99,698,Peas
20.413,15.145,19.185,14.753,58.824,5.989,699,Peas
21.901,14.734,19.324,15.017,59.79,5.999,700,Peas
18.726,15.455,18.69,14.532,58.285,5.997,698,Peas
18.916,14.129,19.912,14.808,62.285,5.998,701,Peas
19.893,14.884,20.478,14.896,58.084,6.01,698,Peas
18.278,15.363,19.576,15.094,58.317,5.988,700,Peas
21.797,15.495,19.527,15.119,59.38,6.006,701,Peas
20.345,14.884,19.616,14.843,59.509,6.0,698,Peas
18.018,14.098,20.534,15.394,58.37,5.992,699,Peas
18.998,14.716,19.159,15.444,60.348,6.001,700,Peas
18.168,14.383,20.127,14.631,57.576,5.996,699,Peas
21.214,14.607,20.708,14.693,61.192,6.012,699,Peas
21.524,14.945,20.641,15.492,59.733,6.006,701,Peas
20.742,14.67,21.521,14.854,60.76,6.009,700,Peas
19.764,15.985,18.38,14.759,59.397,6.001,701,Peas
21.825,14.094,21.904,15.114,61.95,5.993,700,Peas
19.569,15.053,19.165,15.448,61.337,5.994,701,Peas
20.858,15.397,21.13,14.994,58.263,6.012,698,Peas
19.695,14.283,21.857,15.294,59.381,5.998,699,Peas
20.245,14.192,18.054,14.682,62.314,5.989,699,Peas
18.953,14.156,21.437,14.747,61.548,5.996,698,Peas
18.541,14.861,20.773,14.882,58.473,5.999,698,Peas
18.322,15.447,18.664,14.87,57.777,6.009,699,Peas
19.808,15.881,19.388,14.86,61.107,6.012,698,Peas
19.439,15.074,18.298,14.828,59.214,6.005,701,Peas
20.891,15.79,21.546,15.123,60.141,6.012,699,Peas
19.831,15.401,18.417,14.769,57.757,6.0,699,Peas
21.829,14.401,21.208,15.163,61.247,5.992,701,Peas
19.541,15.978,18.801,15.212,62.359,6.004,700,Peas
18.94,14.04,19.467,14.966,61.776,5.991,701,Peas
20.979,15.078,20.99,15.009,58.286,5.992,700,Peas
20.932,15.491,20.857,14.992,61.553,6.005,698,Peas
20.31,14.824,19.793,15.464,60.97,5.991,699,Peas
21.98,14.233,21.485,15.349,59.195,5.993,701,Peas
18.807,14.51,18.144,14.826,59.525,6.007,699,Peas
18.441,14.209,21.914,14.679,59.84,5.999,698,Peas
18.661,15.425,21.473,14.717,60.214,6.009,701,Peas
21.366,15.969,19.799,15.112,58.576,6.001,699,Peas
21.73,14.239,20.163,14.988,58.339,5.996,698,Peas
18.913,15.931,19.608,14.614,60.497,5.997,699,Peas
21.008,15.877,21.57,15.49,60.089,5.996,701,Peas
19.65,14.209,19.771,15.17,59.904,5.996,700,Peas
20.728,15.405,19.718,15.184,60.073,5.994,699,Peas
20.575,14.805,19.307,15.363,58.65,5.997,700,Peas
21.682,15.876,21.808,14.645,58.929,6.003,699,Peas
21.881,15.464,19.58,14.756,60.45,5.997,698,Peas
19.484,14.518,21.601,14.997,57.994,6.009,699,Peas
20.962,14.47,18.605,15.33,58.323,6.01,699,Peas
18.428,14.379,20.281,15.168,57.615,5.991,701,Peas
19.159,15.513,21.006,14.838,59.831,6.012,701,Peas
19.278,15.19,19.219,15.285,61.284,6.006,699,Peas
21.846,14.592,20.251,15.468,60.932,6.008,698,Peas
18.81,15.405,19.403,14.597,60.332,6.008,698,Peas
20.087,14.995,18.132,15.226,62.403,6.001,700,Peas
20.568,15.968,21.055,15.22,58.989,5.99,699,Peas
18.663,14.043,21.711,15.053,58.507,5.994,701,Peas
21.529,15.43,19.765,14.934,60.185,5.996,700,Peas
19.432,14.028,19.14,14.519,58.781,6.001,698,Peas
21.915,15.013,18.363,14.978,62.026,5.996,699,Peas
21.736,15.568,19.815,14.51,59.99,5.996,698,Peas
21.512,14.563,18.062,15.39,59.069,6.001,701,Peas
19.909,15.388,18.384,14.77,61.133,5.991,700,Peas
21.189,15.896,19.265,14.989,59.036,6.005,699,Peas
20.057,14.481,19.839,15.027,57.928,6.011,700,Peas
21.918,15.505,18.164,15.234,59.331,6.007,700,Peas
18.886,14.715,18.793,14.99,60.715,5.988,698,Peas
21.924,15.502,21.789,15.322,58.323,5.996,698,Peas
19.314,15.993,21.907,14.802,58.704,5.993,698,Peas
21.345,15.637,21.507,15.456,59.903,6.009,701,Peas
19.422,15.263,20.711,15.12,60.173,6.009,700,Peas
20.222,14.891,19.361,15.392,58.443,6.005,699,Peas
19.854,15.847,19.931,14.591,58.162,5.989,699,Peas
20.185,14.812,19.666,15.382,58.545,5.992,699,Peas
18.363,15.133,19.401,14.772,58.998,5.989,698,Peas
19.579,14.223,19.629,15.398,59.947,5.997,698,Peas
20.285,14.299,21.841,15.272,61.064,6.011,700,Peas
19.022,14.215,20.429,14.883,60.333,5.992,701,Peas
20.12,14.686,18.715,15.34,58.566,5.99,700,Peas
21.639,15.17,19.913,15.453,57.529,6.002,701,Peas
20.006,15.043,18.713,15.082,58.52,6.011,699,Peas
18.637,15.008,19.693,14.568,58.756,6.0,701,Peas
21.316,15.735,18.489,14.985,57.737,6.007,699,Peas
26.032,10.877,18.267,22.284,64.208,6.51,801,Sweet Corn
23.337,9.863,21.193,21.734,63.855,6.494,798,Sweet Corn
25.061,10.521,20.416,22.073,66.352,6.493,799,Sweet Corn
24.784,9.996,18.917,21.712,64.361,6.512,799,Sweet Corn
23.232,9.214,19.67,22.399,65.521,6.494,801,Sweet Corn
23.626,10.286,19.302,22.041,66.429,6.509,799,Sweet Corn
24.426,9.079,18.52,22.001,67.026,6.49,801,Sweet Corn
25.817,9.459,20.352,22.397,63.334,6.505,801,Sweet Corn
26.689,9.394,20.888,21.531,67.307,6.504,800,Sweet Corn
25.025,10.201,18.955,22.356,62.565,6.51,801,Sweet Corn
25.654,9.715,18.245,22.166,67.467,6.492,800,Sweet Corn
26.817,10.541,20.408,22.286,67.258,6.511,798,Sweet Corn
25.027,10.667,21.783,21.708,63.124,6.506,801,Sweet Corn
26.699,10.433,18.282,21.745,62.531,6.488,801,Sweet Corn
25.177,9.543,19.539,22.206,63.354,6.491,800,Sweet Corn
